threads,execution_time,speedup,efficiency
1,58.90338730812073,1.0,1.0
2,30.707387685775757,1.9182155092732258,0.9591077546366129
4,16.551719427108765,3.5587473293951253,0.8896868323487813
8,8.954055786132812,6.578402984639059,0.8223003730798824
16,5.002012729644775,11.775937106082461,0.7359960691301538
32,4.691179275512695,12.556200445288509,0.3923812639152659
