NMeta,Pi,Time
1807,3.1428648000,0.002242044
1808,3.1412528000,0.002236374
1809,3.1412360000,0.002272692
1810,3.1410408000,0.002259467
1811,3.1412560000,0.002240672
1812,3.1419368000,0.002232116
1813,3.1405712000,0.002259327
1814,3.1416472000,0.002244199
1815,3.1412648000,0.002237146
1816,3.1418552000,0.002259677
1817,3.1412640000,0.002263395
1818,3.1429320000,0.002239109
1819,3.1413264000,0.002238518
1820,3.1404128000,0.002238118
1821,3.1420584000,0.002241143
1822,3.1422360000,0.002272461
1823,3.1421920000,0.002252615
1824,3.1415776000,0.002241193
1825,3.1406464000,0.002253977
1826,3.1423464000,0.002237887
1827,3.1419048000,0.002278834
1828,3.1421856000,0.002271790
1829,3.1423688000,0.002231866
1830,3.1417384000,0.002259146
1831,3.1408216000,0.002240001
1832,3.1412592000,0.002241213
1833,3.1435352000,0.002272282
1834,3.1421216000,0.002294723
1835,3.1416088000,0.002253817
1836,3.1409952000,0.002232407
1837,3.1408048000,0.002254458
1838,3.1426552000,0.002238277
1839,3.1415480000,0.002239380
1840,3.1415632000,0.002239420
1841,3.1420640000,0.002258535
1842,3.1403072000,0.002247876
1843,3.1420352000,0.002271951
1844,3.1422176000,0.002268023
1845,3.1406480000,0.002247265
1846,3.1412016000,0.002286077
1847,3.1408752000,0.002399590
1848,3.1416624000,0.002235232
1849,3.1422456000,0.002228680
1850,3.1409968000,0.002292319
1851,3.1413832000,0.002274375
1852,3.1417496000,0.002238328
1853,3.1414200000,0.002239189
1854,3.1422136000,0.002240502
1855,3.1400072000,0.002237977
1856,3.1413424000,0.002271961
1857,3.1410112000,0.002252103
1858,3.1413584000,0.002247405
1859,3.1413440000,0.002253125
1860,3.1416888000,0.002244239
1861,3.1416624000,0.002254378
1862,3.1410544000,0.002528863
1863,3.1423080000,0.003041353
1864,3.1413712000,0.002192893
1865,3.1416664000,0.002208482
1866,3.1413888000,0.002259627
1867,3.1412264000,0.002242205
1868,3.1409832000,0.002263726
1869,3.1414448000,0.002260769
1870,3.1411872000,0.002230292
1871,3.1411424000,0.002233008
1872,3.1415992000,0.002240221
1873,3.1416592000,0.003986396
1874,3.1411752000,0.002329228
1875,3.1408256000,0.002192060
1876,3.1419440000,0.002237676
1877,3.1409720000,0.002256452
1878,3.1428784000,0.002238007
1879,3.1431232000,0.002244830
1880,3.1430344000,0.002276098
1881,3.1416792000,0.002255470
1882,3.1423512000,0.002251943
1883,3.1420968000,0.002259547
1884,3.1421968000,0.002239710
1885,3.1403784000,0.002241875
1886,3.1419488000,0.002253867
1887,3.1418936000,0.002227717
1888,3.1410192000,0.002247786
1889,3.1408976000,0.002247415
1890,3.1418616000,0.002242235
1891,3.1409896000,0.002241012
1892,3.1416224000,0.002260039
1893,3.1404808000,0.002230342
1894,3.1423304000,0.002242214
1895,3.1410864000,0.002267021
1896,3.1404928000,0.002276389
1897,3.1421440000,0.002232968
1898,3.1414936000,0.002244379
1899,3.1416552000,0.002247875
1900,3.1400432000,0.002241002
1901,3.1414536000,0.002263876
1902,3.1415248000,0.002255941
1903,3.1406376000,0.002238488
1904,3.1413288000,0.002237806
1905,3.1421688000,0.002240071
1906,3.1413200000,0.002252965
1907,3.1413536000,0.002255720
1908,3.1405704000,0.002263044
1909,3.1419312000,0.002253546
1910,3.1422056000,0.002241704
1911,3.1414896000,0.002233659
1912,3.1413848000,0.002251994
1913,3.1419288000,0.002262032
1914,3.1420088000,0.002252865
1915,3.1414672000,0.002244559
1916,3.1426904000,0.002240021
1917,3.1410536000,0.002241494
1918,3.1411152000,0.002230843
1919,3.1421064000,0.002238128
1920,3.1430144000,0.002259327
1921,3.1423896000,0.002268123
1922,3.1402592000,0.002242035
1923,3.1414480000,0.002253937
1924,3.1427680000,0.002248537
1925,3.1420056000,0.002277261
1926,3.1421128000,0.002258565
1927,3.1411216000,0.002240773
1928,3.1410848000,0.002255940
1929,3.1422872000,0.002246844
1930,3.1416312000,0.002246994
1931,3.1412128000,0.002248647
1932,3.1415416000,0.002263645
1933,3.1406416000,0.002264237
1934,3.1410864000,0.002240882
1935,3.1406816000,0.002238198
1936,3.1416376000,0.002239960
1937,3.1411960000,0.002255911
1938,3.1413968000,0.002266030
1939,3.1405896000,0.002239510
1940,3.1424264000,0.002238518
1941,3.1411176000,0.002270357
1942,3.1413560000,0.002241804
1943,3.1416104000,0.002239520
1944,3.1426840000,0.002269185
1945,3.1401104000,0.002244459
1946,3.1430624000,0.002242675
1947,3.1417184000,0.002239300
1948,3.1421136000,0.002266711
1949,3.1414360000,0.002248677
1950,3.1421744000,0.002256111
1951,3.1415792000,0.002254779
1952,3.1407224000,0.002260739
1953,3.1413016000,0.002244950
1954,3.1421584000,0.002244248
1955,3.1416896000,0.002262774
1956,3.1408904000,0.002253927
1957,3.1423272000,0.002254698
1958,3.1416520000,0.002243357
1959,3.1419656000,0.002238769
1960,3.1412304000,0.002265288
1961,3.1416816000,0.002255400
1962,3.1416352000,0.002269286
1963,3.1409344000,0.002252444
1964,3.1397528000,0.002245671
1965,3.1419184000,0.002700946
1966,3.1406640000,0.002230302
1967,3.1415272000,0.002333266
1968,3.1432896000,0.002247044
1969,3.1415728000,0.002327054
1970,3.1421792000,0.002240632
1971,3.1424160000,0.002261081
1972,3.1419208000,0.002253025
1973,3.1414192000,0.002246473
1974,3.1418680000,0.002254097
1975,3.1401640000,0.002238969
1976,3.1404880000,0.002233419
1977,3.1431184000,0.002269626
1978,3.1418736000,0.002251533
1979,3.1412144000,0.002247074
1980,3.1424392000,0.002251652
1981,3.1412864000,0.002250210
1982,3.1427208000,0.002242797
1983,3.1415296000,0.002256662
1984,3.1408912000,0.002251943
1985,3.1420032000,0.002248306
1986,3.1418744000,0.002251894
1987,3.1405520000,0.002249639
1988,3.1417120000,0.002251592
1989,3.1412648000,0.002247675
1990,3.1427568000,0.002242025
1991,3.1411136000,0.002252304
1992,3.1405848000,0.002253907
1993,3.1422888000,0.002238127
1994,3.1413752000,0.002239911
1995,3.1417160000,0.002253546
1996,3.1420872000,0.002266701
1997,3.1416640000,0.002253316
1998,3.1414624000,0.002246282
1999,3.1422936000,0.002247765
2000,3.1406056000,0.002239861
2001,3.1424552000,0.002275858
2002,3.1424096000,0.002251432
2003,3.1425104000,0.002265108
2004,3.1412480000,0.002251943
2005,3.1412592000,0.002239901
2006,3.1419120000,0.002241544
2007,3.1404056000,0.002251702
2008,3.1412360000,0.002253106
2009,3.1407480000,0.002248366
2010,3.1415408000,0.002240392
2011,3.1413592000,0.002262663
2012,3.1413456000,0.002242295
2013,3.1407856000,0.002262744
2014,3.1418152000,0.002252995
2015,3.1408632000,0.002254017
2016,3.1405312000,0.002257925
2017,3.1403736000,0.002262062
2018,3.1414792000,0.002237987
2019,3.1428024000,0.002255871
2020,3.1411648000,0.002253356
2021,3.1415536000,0.002240521
2022,3.1402424000,0.002238559
2023,3.1423728000,0.002245130
2024,3.1408784000,0.002241834
2025,3.1415184000,0.002277241
2026,3.1421968000,0.002257955
2027,3.1431320000,0.002241513
2028,3.1401520000,0.002251653
2029,3.1427936000,0.002251062
2030,3.1410336000,0.002239359
2031,3.1420112000,0.002278243
2032,3.1416528000,0.002278954
2033,3.1420184000,0.002239069
2034,3.1410800000,0.002238668
2035,3.1411720000,0.002257684
2036,3.1418976000,0.002254599
2037,3.1420360000,0.002260489
2038,3.1419200000,0.002247555
2039,3.1425568000,0.002242786
2040,3.1415896000,0.002272782
2041,3.1398864000,0.002253306
2042,3.1416320000,0.002246282
2043,3.1415888000,0.002277411
2044,3.1411032000,0.002261181
2045,3.1419384000,0.002252264
2046,3.1414784000,0.002252754
2047,3.1418432000,0.002252343
2048,3.1429152000,0.002239339
