"N","min(U (0))","q1(U (0))","med(U (0))","q3(U (0))","max(U (0))","avg(U (0))","std(U (0))","sum(U (0))","min(U (1))","q1(U (1))","med(U (1))","q3(U (1))","max(U (1))","avg(U (1))","std(U (1))","sum(U (1))","min(U (2))","q1(U (2))","med(U (2))","q3(U (2))","max(U (2))","avg(U (2))","std(U (2))","sum(U (2))","min(U (Magnitude))","q1(U (Magnitude))","med(U (Magnitude))","q3(U (Magnitude))","max(U (Magnitude))","avg(U (Magnitude))","std(U (Magnitude))","sum(U (Magnitude))","min(p)","q1(p)","med(p)","q3(p)","max(p)","avg(p)","std(p)","sum(p)","min(rho)","q1(rho)","med(rho)","q3(rho)","max(rho)","avg(rho)","std(rho)","sum(rho)","min(vtkValidPointMask)","q1(vtkValidPointMask)","med(vtkValidPointMask)","q3(vtkValidPointMask)","max(vtkValidPointMask)","avg(vtkValidPointMask)","std(vtkValidPointMask)","sum(vtkValidPointMask)","min(X)","q1(X)","med(X)","q3(X)","max(X)","avg(X)","std(X)","sum(X)","min(Y)","q1(Y)","med(Y)","q3(Y)","max(Y)","avg(Y)","std(Y)","sum(Y)","min(Z)","q1(Z)","med(Z)","q3(Z)","max(Z)","avg(Z)","std(Z)","sum(Z)","vtkValidPointMask","Time"
1,22.57397461,22.57397461,22.57397461,22.57397461,22.57397461,22.57397461,0,22.57397461,1.445360158e-05,1.445360158e-05,1.445360158e-05,1.445360158e-05,1.445360158e-05,1.445360158e-05,0,1.445360158e-05,0,0,0,0,0,0,0,0,22.57397461,22.57397461,22.57397461,22.57397461,22.57397461,22.57397461,0,22.57397461,1250265.625,1250265.625,1250265.625,1250265.625,1250265.625,1250265.625,0,1250265.625,1000.52002,1000.52002,1000.52002,1000.52002,1000.52002,1000.52002,0,1000.52002,1,1,1,1,1,1,0,1,0.1449999958,0.1449999958,0.1449999958,0.1449999958,0.1449999958,0.1449999958,0,0.1449999958,0.0549999997,0.0549999997,0.0549999997,0.0549999997,0.0549999997,0.0549999997,0,0.0549999997,0,0,0,0,0,0,0,0,1,0.000155
1,23.77397537,23.77397537,23.77397537,23.77397537,23.77397537,23.77397537,0,23.77397537,-8.132939911e-06,-8.132939911e-06,-8.132939911e-06,-8.132939911e-06,-8.132939911e-06,-8.132939911e-06,0,-8.132939911e-06,0,0,0,0,0,0,0,0,23.77397537,23.77397537,23.77397537,23.77397537,23.77397537,23.77397537,0,23.77397537,1184515.625,1184515.625,1184515.625,1184515.625,1184515.625,1184515.625,0,1184515.625,1000.48999,1000.48999,1000.48999,1000.48999,1000.48999,1000.48999,0,1000.48999,1,1,1,1,1,1,0,1,0.1449999958,0.1449999958,0.1449999958,0.1449999958,0.1449999958,0.1449999958,0,0.1449999958,0.0549999997,0.0549999997,0.0549999997,0.0549999997,0.0549999997,0.0549999997,0,0.0549999997,0,0,0,0,0,0,0,0,1,0.00016
1,24.86892319,24.86892319,24.86892319,24.86892319,24.86892319,24.86892319,0,24.86892319,9.35114258e-07,9.35114258e-07,9.35114258e-07,9.35114258e-07,9.35114258e-07,9.35114258e-07,0,9.35114258e-07,0,0,0,0,0,0,0,0,24.86892319,24.86892319,24.86892319,24.86892319,24.86892319,24.86892319,0,24.86892319,1033737.188,1033737.188,1033737.188,1033737.188,1033737.188,1033737.188,0,1033737.188,1000.422485,1000.422485,1000.422485,1000.422485,1000.422485,1000.422485,0,1000.422485,1,1,1,1,1,1,0,1,0.1449999958,0.1449999958,0.1449999958,0.1449999958,0.1449999958,0.1449999958,0,0.1449999958,0.0549999997,0.0549999997,0.0549999997,0.0549999997,0.0549999997,0.0549999997,0,0.0549999997,0,0,0,0,0,0,0,0,1,0.000165
1,25.80754852,25.80754852,25.80754852,25.80754852,25.80754852,25.80754852,0,25.80754852,5.310100278e-06,5.310100278e-06,5.310100278e-06,5.310100278e-06,5.310100278e-06,5.310100278e-06,0,5.310100278e-06,0,0,0,0,0,0,0,0,25.80754852,25.80754852,25.80754852,25.80754852,25.80754852,25.80754852,0,25.80754852,863623.625,863623.625,863623.625,863623.625,863623.625,863623.625,0,863623.625,1000.347534,1000.347534,1000.347534,1000.347534,1000.347534,1000.347534,0,1000.347534,1,1,1,1,1,1,0,1,0.1449999958,0.1449999958,0.1449999958,0.1449999958,0.1449999958,0.1449999958,0,0.1449999958,0.0549999997,0.0549999997,0.0549999997,0.0549999997,0.0549999997,0.0549999997,0,0.0549999997,0,0,0,0,0,0,0,0,1,0.00017
1,26.58302498,26.58302498,26.58302498,26.58302498,26.58302498,26.58302498,0,26.58302498,-7.779080988e-06,-7.779080988e-06,-7.779080988e-06,-7.779080988e-06,-7.779080988e-06,-7.779080988e-06,0,-7.779080988e-06,0,0,0,0,0,0,0,0,26.58302498,26.58302498,26.58302498,26.58302498,26.58302498,26.58302498,0,26.58302498,703506.125,703506.125,703506.125,703506.125,703506.125,703506.125,0,703506.125,1000.272522,1000.272522,1000.272522,1000.272522,1000.272522,1000.272522,0,1000.272522,1,1,1,1,1,1,0,1,0.1449999958,0.1449999958,0.1449999958,0.1449999958,0.1449999958,0.1449999958,0,0.1449999958,0.0549999997,0.0549999997,0.0549999997,0.0549999997,0.0549999997,0.0549999997,0,0.0549999997,0,0,0,0,0,0,0,0,1,0.000175
1,27.20281219,27.20281219,27.20281219,27.20281219,27.20281219,27.20281219,0,27.20281219,8.082373824e-06,8.082373824e-06,8.082373824e-06,8.082373824e-06,8.082373824e-06,8.082373824e-06,0,8.082373824e-06,0,0,0,0,0,0,0,0,27.20281219,27.20281219,27.20281219,27.20281219,27.20281219,27.20281219,0,27.20281219,552599.3125,552599.3125,552599.3125,552599.3125,552599.3125,552599.3125,0,552599.3125,1000.210022,1000.210022,1000.210022,1000.210022,1000.210022,1000.210022,0,1000.210022,1,1,1,1,1,1,0,1,0.1449999958,0.1449999958,0.1449999958,0.1449999958,0.1449999958,0.1449999958,0,0.1449999958,0.0549999997,0.0549999997,0.0549999997,0.0549999997,0.0549999997,0.0549999997,0,0.0549999997,0,0,0,0,0,0,0,0,1,0.00018
1,27.66899872,27.66899872,27.66899872,27.66899872,27.66899872,27.66899872,0,27.66899872,-5.734635579e-06,-5.734635579e-06,-5.734635579e-06,-5.734635579e-06,-5.734635579e-06,-5.734635579e-06,0,-5.734635579e-06,0,0,0,0,0,0,0,0,27.66899872,27.66899872,27.66899872,27.66899872,27.66899872,27.66899872,0,27.66899872,398578,398578,398578,398578,398578,398578,0,398578,1000.137512,1000.137512,1000.137512,1000.137512,1000.137512,1000.137512,0,1000.137512,1,1,1,1,1,1,0,1,0.1449999958,0.1449999958,0.1449999958,0.1449999958,0.1449999958,0.1449999958,0,0.1449999958,0.0549999997,0.0549999997,0.0549999997,0.0549999997,0.0549999997,0.0549999997,0,0.0549999997,0,0,0,0,0,0,0,0,1,0.000185
1,27.97544861,27.97544861,27.97544861,27.97544861,27.97544861,27.97544861,0,27.97544861,2.397716571e-06,2.397716571e-06,2.397716571e-06,2.397716571e-06,2.397716571e-06,2.397716571e-06,0,2.397716571e-06,0,0,0,0,0,0,0,0,27.97544861,27.97544861,27.97544861,27.97544861,27.97544861,27.97544861,0,27.97544861,234222,234222,234222,234222,234222,234222,0,234222,1000.059998,1000.059998,1000.059998,1000.059998,1000.059998,1000.059998,0,1000.059998,1,1,1,1,1,1,0,1,0.1449999958,0.1449999958,0.1449999958,0.1449999958,0.1449999958,0.1449999958,0,0.1449999958,0.0549999997,0.0549999997,0.0549999997,0.0549999997,0.0549999997,0.0549999997,0,0.0549999997,0,0,0,0,0,0,0,0,1,0.00019
1,28.12122345,28.12122345,28.12122345,28.12122345,28.12122345,28.12122345,0,28.12122345,6.428805364e-07,6.428805364e-07,6.428805364e-07,6.428805364e-07,6.428805364e-07,6.428805364e-07,0,6.428805364e-07,0,0,0,0,0,0,0,0,28.12122345,28.12122345,28.12122345,28.12122345,28.12122345,28.12122345,0,28.12122345,72690.67188,72690.67188,72690.67188,72690.67188,72690.67188,72690.67188,0,72690.67188,999.9869995,999.9869995,999.9869995,999.9869995,999.9869995,999.9869995,0,999.9869995,1,1,1,1,1,1,0,1,0.1449999958,0.1449999958,0.1449999958,0.1449999958,0.1449999958,0.1449999958,0,0.1449999958,0.0549999997,0.0549999997,0.0549999997,0.0549999997,0.0549999997,0.0549999997,0,0.0549999997,0,0,0,0,0,0,0,0,1,0.000195
1,28.13080025,28.13080025,28.13080025,28.13080025,28.13080025,28.13080025,0,28.13080025,-3.80409756e-06,-3.80409756e-06,-3.80409756e-06,-3.80409756e-06,-3.80409756e-06,-3.80409756e-06,0,-3.80409756e-06,0,0,0,0,0,0,0,0,28.13080025,28.13080025,28.13080025,28.13080025,28.13080025,28.13080025,0,28.13080025,-49822.82422,-49822.82422,-49822.82422,-49822.82422,-49822.82422,-49822.82422,0,-49822.82422,999.9318237,999.9318237,999.9318237,999.9318237,999.9318237,999.9318237,0,999.9318237,1,1,1,1,1,1,0,1,0.1449999958,0.1449999958,0.1449999958,0.1449999958,0.1449999958,0.1449999958,0,0.1449999958,0.0549999997,0.0549999997,0.0549999997,0.0549999997,0.0549999997,0.0549999997,0,0.0549999997,0,0,0,0,0,0,0,0,1,0.0002
