"U:0","U:1","U:2","p","rho","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
13.9469986,-0.04664472863,0,7788096,1003.488708,1,0.1020000055,0.1020000055,0.0549999997,0
13.91144943,-0.04108976573,0,7704568.5,1003.450623,1,0.1025000066,0.1025000066,0.0549999997,0
13.87589931,-0.0355347991,0,7621040.5,1003.412476,1,0.1030000076,0.1030000076,0.0549999997,0
13.84035015,-0.02997991815,0,7537514,1003.37439,1,0.1035000011,0.1035000011,0.0549999997,0
13.80480003,-0.02442495525,0,7453986,1003.336243,1,0.1040000021,0.1040000021,0.0549999997,0
13.8596096,-0.02153164148,0,7359558.5,1003.293457,1,0.1045000032,0.1045000032,0.0549999997,0
13.91441917,-0.01863832958,0,7265130.5,1003.25061,1,0.1050000042,0.1050000042,0.0549999997,0
13.96922874,-0.01574501768,0,7170702.5,1003.207825,1,0.1055000052,0.1055000052,0.0549999997,0
14.02403831,-0.01285172533,0,7076274.5,1003.165039,1,0.1060000062,0.1060000062,0.0549999997,0
14.08592033,-0.01131711341,0,6973529,1003.118469,1,0.1065000072,0.1065000072,0.0549999997,0
14.14780045,-0.009782523848,0,6870784.5,1003.071899,1,0.1070000008,0.1070000008,0.0549999997,0
14.20968151,-0.00824791193,0,6768038.5,1003.02533,1,0.1075000018,0.1075000018,0.0549999997,0
14.27156258,-0.006713300012,0,6665292.5,1002.97876,1,0.1080000028,0.1080000028,0.0549999997,0
14.3353157,-0.005903000943,0,6555729,1002.929382,1,0.1085000038,0.1085000038,0.0549999997,0
14.39906883,-0.005092701409,0,6446165.5,1002.880005,1,0.1090000048,0.1090000048,0.0549999997,0
14.46282291,-0.004282401875,0,6336602,1002.830627,1,0.1095000058,0.1095000058,0.0549999997,0
14.52657604,-0.003472108394,0,6227038.5,1002.78125,1,0.1100000069,0.1100000069,0.0549999997,0
14.59464455,-0.003051729174,0,6112312.5,1002.729675,1,0.1105000079,0.1105000079,0.0549999997,0
14.6627121,-0.002631356474,0,5997588,1002.678101,1,0.1110000014,0.1110000014,0.0549999997,0
14.73078156,-0.002210977254,0,5882862,1002.626526,1,0.1115000024,0.1115000024,0.0549999997,0
14.79885006,-0.001790598268,0,5768136,1002.574951,1,0.1120000035,0.1120000035,0.0549999997,0
14.86909771,-0.001572042122,0,5650474,1002.521179,1,0.1125000045,0.1125000045,0.0549999997,0
14.93934441,-0.001353486092,0,5532811.5,1002.467468,1,0.1130000055,0.1130000055,0.0549999997,0
15.00959206,-0.001134929946,0,5415149.5,1002.413696,1,0.1135000065,0.1135000065,0.0549999997,0
15.07983875,-0.0009163754876,0,5297487,1002.359985,1,0.1140000075,0.1140000075,0.0549999997,0
15.15004158,-0.0008039323729,0,5179364,1002.306213,1,0.1145000011,0.1145000011,0.0549999997,0
15.22024441,-0.0006914876285,0,5061239,1002.252502,1,0.1150000021,0.1150000021,0.0549999997,0
15.29044819,-0.0005790428258,0,4943114.5,1002.19873,1,0.1155000031,0.1155000031,0.0549999997,0
15.36065197,-0.0004665988963,0,4824989.5,1002.14502,1,0.1160000041,0.1160000041,0.0549999997,0
15.429039,-0.000409148779,0,4708841.5,1002.092529,1,0.1165000051,0.1165000051,0.0549999997,0
15.49742603,-0.0003516986326,0,4592693.5,1002.039978,1,0.1170000061,0.1170000061,0.0549999997,0
15.56581402,-0.0002942485153,0,4476545,1001.987488,1,0.1175000072,0.1175000072,0.0549999997,0
15.63420105,-0.0002367988054,0,4360397,1001.934998,1,0.1180000082,0.1180000082,0.0549999997,0
